,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
904,27.0,Male,Dusseldorf,Backend Developer,2,0,Middle,PHP,Kotlin,50000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,20
905,37.0,Male,Berlin,Software Engineer,12,6,Middle,php,"PHP, SQL, Docker",65000.0,31500,65000.0,31500,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,200
906,32.0,Male,Hamburg,ML Engineer,4,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500.0,0,34000.0,34000,24,Full-time,Unlimited contract,German,101-1000,Business Services,No,0.0,0
907,28.0,Female,Berlin,Backend Developer,3,2,Middle,Python,"AWS, Docker",65000.0,0,65000.0,0,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
908,35.0,Male,Paris,Backend Developer,4,2.5,Middle,Java,"Javascript / Typescript, Java / Scala, SQL",42000.0,0,42000.0,No Response,28,Full-time,Unlimited contract,English,51-100,Business Services,No,0.0,750
909,36.0,Male,Berlin,Staff Engineer,15,4,Lead,Go,"PHP, AWS, Kubernetes, Docker",85000.0,3000,80000.0,0,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1100
910,32.0,Male,Berlin,Designer (UI/UX),5,10,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000.0,5000,65000.0,5000,24,Self-employed,Unlimited contract,German,up to 10,Entrepreneurship,No,0.0,0
911,22.0,Male,Frankfurt,Software Engineer,2,2,Junior,Java,No Response,45000.0,7000,37000.0,3000,30,Full-time,Unlimited contract,German,1000+,Finance,Yes,30.0,0
912,33.0,Male,Berlin,Head of IT,3,3,Lead,Python,"Python, Javascript / Typescript, Docker",100000.0,20000,65000.0,No Response,32,Full-time,Unlimited contract,German,51-100,Utilities and Manufacturing,Yes,0.0,0
913,35.0,Male,Berlin,Backend Developer,13,5,Senior,Php,"PHP, SQL, Go, AWS, Docker",68000.0,0,68000.0,0,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,20.0,0
914,32.0,Female,Berlin,Computational linguist,5,5,Middle,Java,"Python, Docker",50400.0,0,50400.0,0,29,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,40.0,0
915,28.0,Male,Berlin,Product Analyst,4,No,Junior,SQL,"Python, Clojure, SQL",55000.0,No,No Response,No Response,22,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,No
916,30.0,Male,Hamburg,Data Scientist,5,5,Middle,Python,"Python, C/C++, SQL, AWS",55000.0,60000,55000.0,55000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
917,32.0,Male,Berlin,Backend Developer,10,5,Senior,Node.js,"Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000.0,0,72000.0,No Response,24,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
918,33.0,Male,Munich,Software Engineer,5,5,Senior,Embedded C++,"Python, C/C++",61000.0,63000,58000.0,60000,30,Full-time,Unlimited contract,English,1000+,Business Services,No,40.0,1500
919,31.0,Male,Berlin,Data Engineer,4,2,Middle,Python,"Python, SQL, AWS, Docker",50000.0,0,45000.0,0,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,40.0,200
920,32.0,Male,Munich,Software Engineer,10,3,Lead,Swift,Java / Scala,75000.0,5000,75000.0,5000,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
921,25.0,Male,Munich,Frontend Developer,7,1,Senior,JS,"C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000.0,6000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
922,34.0,Male,Munich,Software Engineer,10,4,Senior,C++,"Python, C/C++",74000.0,0,72000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
923,29.0,Male,Darmstadt,Data Scientist,5,2,Middle,Python,"SQL, Kubernetes, Docker",65000.0,0,55000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,1500
924,29.0,Male,Darmstadt,Data Scientist,5,2,Middle,Python,"SQL, Kubernetes, Docker",65000.0,0,55000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,1500
925,24.0,Male,Munich,DevOps,3,1,Junior,Go,"Python, SQL, Go",77000.0,20000,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,"Tech, Media and Telecom",No,0.0,0
926,35.0,Male,Frankfurt,Software Engineer,10,1,Senior,Java,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000.0,5000,60000.0,5000,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
927,31.0,Male,Munich,DevOps,6,2,Middle,NodsJs,"Javascript / Typescript, AWS, Kubernetes, Docker",60000.0,2000,No Response,No Response,30,Full-time,Unlimited contract,English,51-100,Business Services,No,0.0,0
928,27.0,Male,Munich,Software Engineer,2,5,Junior,Java,Javascript / Typescript,68000.0,2000,60000.0,500,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
929,38.0,Male,Berlin,Full-Stack Developer,1,1,Junior,Javascript/Typescript,AWS,45500.0,45500,40000.0,0,28,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,0
930,34.0,Male,Munich,DevOps,12,2,Middle,Java,"Python, SQL, Perl",72000.0,8000,72000.0,8000,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
931,35.0,Male,Darmstadt,Data Scientist,4,4,Senior,python,"Javascript / Typescript, Java / Scala, Docker",67000.0,5000,60000.0,10000,30,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
932,35.0,Male,Dusseldorf,DevOps,17,5,Senior,Linux,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000.0,2000,68000.0,0,30,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
933,36.0,Male,Berlin,Backend Developer,10,3,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,500
934,33.0,Male,Munich,Backend Developer,13,3,Senior,Java,"Python, Javascript / Typescript, AWS",70000.0,7000,No Response,No Response,0,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
935,29.0,Male,Berlin,DevOps,7,3,Senior,"Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000.0,0,78000.0,0,28,Full-time,Unlimited contract,English,101-1000,Business Services,No,32.0,500
936,35.0,Male,Berlin,Software Engineer,15,4,Senior,Java,Kotlin,85000.0,10000,80000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
937,30.0,Male,Berlin,Software Engineer,11,4,Senior,c/c++,Python,70000.0,0,No Response,No Response,0,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,0
938,25.0,Female,Cambridge,Frontend Developer,4,0,Middle,JavaScript/Typescript,Javascript / Typescript,45000.0,45000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,37.5,0
939,24.0,Male,Berlin,ML Engineer,0.8,0.2,Junior,Python,Python,11500.0,0,No Response,No Response,24,Intern,Temporary contract,English,11-50,Business Services,No,0.0,0
940,34.0,Male,Cologne,CTO,14,2,Lead,C#,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000.0,92000,72000.0,72000,21,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
941,42.0,Male,Hamburg,Data Scientist,2,2,Senior,Python ,"Python, SQL, Google Cloud",80000.0,7000,65000.0,5000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
942,37.0,Female,Hamburg,QA Manager,7,7,Middle,java,No Response,46000.0,2000,45000.0,1800,30,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
943,32.0,Male,Berlin,Mobile Developer,8,2,Senior,Swift,"Kotlin, Swift, Ruby",75000.0,0,70000.0,No Response,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
944,26.0,Female,Berlin,Mobile Developer,8,3,Middle,c++,"C/C++, SAP / ABAP",40000.0,2000,15000.0,No Response,36,Self-employed,Temporary contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
945,35.0,Male,Munich,Software Engineer,15,5,Lead,SQL,"Python, AWS, Kubernetes, Docker",100000.0,0,60000.0,20000,30,Founder,Unlimited contract,English,11-50,Business Services,No,0.0,0
946,43.0,Male,Munich,Product Manager,18,9,Lead,.NET,Kotlin,115000.0,6000,115000.0,6000,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,800
947,41.0,Male,Munich,Software Engineer,15,15,Senior,Kotlin,"Python, Java / Scala, SQL, AWS",99000.0,1200,99000.0,3300,39,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
948,33.0,Male,Berlin,Backend Developer,8,6,Lead,NodeJS,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000.0,20000,85000.0,20000,25,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
949,44.0,Male,Berlin,QA Lead,15,5,Lead,"JS, Java",Docker,72000.0,0,72000.0,No Response,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,30.0,0
950,28.0,Male,Berlin,ML Engineer,5,3,Middle,"Python, Pytorch","Python, AWS, Google Cloud, Docker",54000.0,10000,52000.0,10000,27,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,No
951,34.0,Female,Berlin,Designer (UI/UX),10,6,Senior,"PS, Sketch, React, CSS3",Javascript / Typescript,45000.0,0,45000.0,No Response,30,Full-time,Unlimited contract,German,up to 10,Utilities and Manufacturing,No,35.0,0
952,40.0,Male,Berlin,Backend Developer,20,5,Lead,Java,"Kotlin, C/C++, Javascript / Typescript, Java / Scala, AWS, Docker",80000.0,0,No Response,No Response,0,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
953,28.0,Male,Brussels,Robotics Engineer,3,0,Middle,C++,"Python, C/C++, Javascript / Typescript, Docker",45000.0,0,45000.0,0,25,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,0
954,26.0,Male,Stockholm,ML Engineer,2.5,0,Middle,Python/NLP,"Python, AWS, Google Cloud, Kubernetes, Docker",60000.0,60000,37500.0,37500,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,Yes,0.0,0
955,39.0,Male,Berlin,Software Engineer,15,4,Lead,Java,"Java / Scala, Google Cloud, Kubernetes",75000.0,75000,65000.0,65000,24,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,0
956,32.0,Male,Copenhagen,Data Scientist,6,6,Senior,Python,"Python, Azure",92000.0,5000,90000.0,5000,25,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,30.0,0
957,27.0,Female,Lisbon,Backend Developer,3,0,Middle,Java,"Java / Scala, SQL",17500.0,1250,16000.0,1100,22,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
958,32.0,Female,Berlin,Software Engineer,2,2,Middle,Javascript,"Python, Javascript / Typescript, Go",63000.0,3000,50000.0,0,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,100
959,25.0,Female,Berlin,Software Engineer,4,1,Middle,"Scala, Apache Spark","Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",65000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
960,37.0,Female,Berlin,Data Scientist,7,2,Lead,Python,"SQL, AWS, Docker, Matlab",75000.0,16000,No Response,No Response,28,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,No
961,56.0,Male,Munich,Software Engineer,30,19,Lead,c++,"Python, C/C++, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",110000.0,110000,90000.0,100000,25,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
962,30.0,Male,Berlin,Data Scientist,4.5,2.5,Middle,Python,"Python, SQL, AWS, Docker",60000.0,10000,60000.0,7500,24,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,30.0,0
963,30.0,Female,Hamburg,Software Engineer,5,2,Senior,Java,No Response,70000.0,20000,No Response,No Response,0,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
964,30.0,Female,Hamburg,Software Engineer,5,2,Senior,Java,No Response,70000.0,20000,No Response,No Response,0,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
965,27.0,Male,Munich,QA Engineer,6,4,Middle,Python,"Python, C/C++, Docker",70000.0,75000,67000.0,70000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1000
966,29.0,Male,Berlin,Software Engineer,6,1,Senior,Python,"Javascript / Typescript, Google Cloud, Docker",70000.0,10000,No Response,No Response,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
967,24.0,Male,Berlin,Mobile Developer,3.5,0.25,Middle,"Swift, Objective-C",Ruby,70000.0,0,No Response,No Response,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,140
968,27.0,Male,Berlin,Data Engineer,0,0,Junior,Python,"Python, SQL, Azure, Docker",40000.0,0,34000.0,37500,30,Full-time,Unlimited contract,German,1000+,Business Services,No,0.0,0
969,28.0,Male,Berlin,Frontend Developer,7,5,Middle,React.js / TypeScript,No Response,62000.0,700,63000.0,No Response,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
970,40.0,Male,Berlin,Data Engineer,14,0,Middle,"BI, DWH, ETL/ELT","Python, SQL, MS SQL Stack, Oracle, Informatica PowerCenter",57000.0,3000,No Response,No Response,24,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
971,32.0,Male,Berlin,Backend Developer,9,5,Senior,Scala,"Go, Google Cloud",90000.0,0,87000.0,No Response,34,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,650
972,32.0,Male,Berlin,Software Engineer,11,1,Senior,Scala,"Ruby, Java / Scala, AWS, Kubernetes, Docker",72500.0,10000,70000.0,10000,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
973,30.0,Male,Berlin,Backend Developer,9,1,Senior,Scala,"Python, Java / Scala",75000.0,10000,No Response,No Response,27,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
974,30.0,Male,Berlin,Backend Developer,9,5,Senior,Scala,"Java / Scala, AWS, Kubernetes",85000.0,90000,82000.0,87000,24,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
975,36.0,Male,Stuttgart,Mobile Developer,16,4,Lead,Java,"Kotlin, Java / Scala, SQL, AWS, Docker",62500.0,0,59500.0,0,32,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,32.0,0
976,33.0,Male,Berlin,Software Engineer,7,7,Senior,C++,Javascript / Typescript,65900.0,15900,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,700
977,33.0,Male,Berlin,Engineering Manager,15,4,Lead,Java,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",85000.0,15000,80000.0,0,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
978,32.0,Male,Munich,Software Engineer,13,7,Middle,Java,"Javascript / Typescript, SQL, AWS, Docker",95000.0,35000,79000.0,31000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,800
979,34.0,Male,Berlin,Backend Developer,12,4,Senior,Kotlin,"Go, Rust, Kubernetes",75000.0,7500,72000.0,7200,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1100
980,54.0,Male,Munich,Software Engineer,25,15,Middle,Python,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",75000.0,5000,80000.0,500,29,Full-time,Unlimited contract,English,1000+,Business Services,No,30.0,1500
981,28.0,Male,Sevilla,DatabEngineer,4,0,Middle,GCP,"Python, Java / Scala, R, SQL, Google Cloud",30000.0,0,30000.0,0,24,Full-time,Unlimited contract,Spanish,51-100,Business Services,No,0.0,0
982,28.0,Female,Berlin,Frontend Developer,5,2,Senior,javascript,"Google Cloud, Docker",64000.0,2000,60000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
983,29.0,Female,Berlin,Project Manager,6,0.5,Middle,Web,No Response,51000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
984,38.0,Male,Berlin,Data Scientist,6,3,Lead,Python,"R, AWS",110000.0,70000,110000.0,180000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
985,33.0,Male,Berlin,Software Engineer,11,5,Senior,Scala,"Java / Scala, SQL",107000.0,90000,No Response,No Response,24,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,2000
986,36.0,Male,Berlin,Backend Developer,12,0.5,Senior,Python,"SQL, Docker",100000.0,15000,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,500
987,36.0,Male,Berlin,Software Engineer,15,6,Senior,PHP,"Kotlin, AWS, Kubernetes, Docker",70000.0,2000,67000.0,2000,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,800
988,37.0,Male,Aachen,QA Engineer,15,1,Senior,Python,No Response,70000.0,7000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
989,36.0,Male,Munich,Software Engineer,15,1,Senior,PL/SQL,SQL,68000.0,3000,68000.0,0,30,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,400
990,35.0,Female,Munich,Application Consultant,1.5,1.5,Junior,SAP,SAP / ABAP,46000.0,2000,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
991,33.0,Male,Munich,Frontend Developer,10,6,Senior,Javascript,"Python, Javascript / Typescript",100000.0,5000,90000.0,5000,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
992,33.0,Male,Stuttgart,Team Lead,12,5,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",70200.0,0,70200.0,No Response,30,Full-time,Unlimited contract,German,101-1000,Business Services,No,0.0,500
993,31.0,Male,Berlin,Backend Developer,7,2,Senior,Go,Go,75000.0,0,No Response,70000,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,30.0,0
994,36.0,Male,Amsterdam,Mobile Developer,14,8,Senior,Swift,"Kotlin, Javascript / Typescript, AWS",75000.0,0,75000.0,35000,20,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,0
995,31.0,Male,Berlin,Software Engineer,9,5,Senior,scala,Java / Scala,85000.0,0,82000.0,No Response,28,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,24.0,0
996,36.0,Male,Regensburg,Software Engineer,10,10,Middle,C#,"Javascript / Typescript, .NET, SQL",66000.0,6000,58000.0,6000,30,Full-time,Unlimited contract,German,51-100,Business Services,No,0.0,0
997,37.0,Male,Munich,DevOps,17,1,Senior,AWS,"AWS, Azure",90000.0,0,85000.0,85000,30,Full-time,Unlimited contract,English,1000+,Business Services,No,40.0,0
998,30.0,Male,Berlin,Consultant,3,3,Middle,Java,"Python, R, SQL, Kubernetes, Docker",58000.0,0,42000.0,50000,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,400
999,30.0,Male,Berlin,Software Engineer,11,1,Senior,Java / Scala,"Kotlin, Java / Scala, Clojure, Rust, AWS, Kubernetes, Docker",90000.0,90000,80000.0,80000,29,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,40
1000,27.0,Male,Krakow,QA Engineer,5,1,Senior,java,Python,35000.0,0,35000.0,No Response,28,Full-time,Temporary contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
1001,33.0,Female,Munich,Software Engineer,10,3,Senior,Java,SQL,47500.0,0,47500.0,0,25,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,0
1002,35.0,Male,Ingolstadt,Backend Developer,10,4,Lead,Magento,PHP,65000.0,No,60000.0,No,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,No
1003,26.0,Male,Berlin,Backend Developer,5,4,Middle,Java,AWS,72000.0,0,65000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
